STRUCTURE,STRUCTURE_ID,ACTION,FREQ,CLIMATE_CHANGE_INDICATORS,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,ERROR_TYPE,ERROR_VAL,REPORTING_TYPE,OBS_COMMENT
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,1996,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,1998,-0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2000,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2001,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2004,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2005,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2006,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2008,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2009,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2012,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2013,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2014,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2015,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2021,0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2022,0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,1998,-0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2004,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2005,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2006,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2007,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2008,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2009,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2012,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2013,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2014,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2015,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NR,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,1998,-0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2004,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2005,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2006,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2008,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2009,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2012,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2013,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2014,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2015,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2016,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,CK,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,1995,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,1998,-0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2002,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2003,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2004,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2005,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2006,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2008,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2009,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2011,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2012,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2013,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2014,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2015,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TK,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,1998,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2004,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2005,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2006,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2008,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2009,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2011,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2012,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2013,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2014,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2015,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MP,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,1998,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2004,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2005,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2006,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2007,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2008,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2009,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2011,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2012,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2013,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2014,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2015,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2016,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,PF,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,1996,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,1998,-0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2001,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2004,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2005,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2006,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2008,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2009,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2012,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2013,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2014,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2015,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2021,0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WF,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,1997,-0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,1998,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,MH,2001,0,,METER,,,N,
