STRUCTURE,STRUCTURE_ID,ACTION,FREQ,CLIMATE_CHANGE_INDICATORS,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,ERROR_TYPE,ERROR_VAL,REPORTING_TYPE,OBS_COMMENT
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1875,0,,CELSIUS,SE,0.2,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1876,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1877,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1878,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1879,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1880,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1881,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1882,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1883,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1884,-1.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1885,-1.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1886,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1887,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1888,-1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1889,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1890,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1891,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1892,-0.4,,CELSIUS,SE,0.2,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1893,0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1894,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1895,-0.5,,CELSIUS,SE,0.2,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1896,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1897,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1898,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1899,-0.8,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1900,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1901,-0.9,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1902,-1.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1903,-0.9,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1904,-1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1905,-1.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1906,-0.8,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1907,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1908,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1909,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1910,-0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1911,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1912,-0.8,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1913,-0.9,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1914,-0.9,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1915,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1916,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1917,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1918,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1919,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1920,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1921,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1922,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1923,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1924,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1925,-0.9,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1926,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1927,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1928,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1929,-0.7,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1930,-1.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1931,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1932,-0.8,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1933,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1934,-1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1935,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1936,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1937,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1938,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1939,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1940,-0.8,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1941,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1942,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1943,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1944,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1945,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1946,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1947,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1948,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1949,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1950,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1951,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1952,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1953,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1954,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1955,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1956,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1957,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1958,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1959,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1960,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1961,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1962,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1963,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1964,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1965,-0.8,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1966,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1967,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1968,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1969,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1970,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1971,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1972,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1973,0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1974,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1975,0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1976,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1977,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1978,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1979,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1980,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1981,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1982,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1983,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1984,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1985,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1986,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1987,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1988,0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1989,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1990,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1991,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1992,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1993,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1994,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1995,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1996,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1997,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1998,0.9,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,1999,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2000,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2001,0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2002,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2003,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2004,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2005,0.2,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2006,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2007,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2008,0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2009,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2010,0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2011,0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2012,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2013,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2014,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2015,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2016,0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2017,0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2018,0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2019,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2020,0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2021,0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2022,1.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2023,0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2024,0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,NC,2025,0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1850,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1851,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1852,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1853,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1854,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1855,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1856,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1857,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1858,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1859,0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1860,-0.2,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1861,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1862,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1863,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1864,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1865,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1866,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1867,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1868,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1869,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1870,-0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1871,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1872,-0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1873,-0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1874,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1875,-0.6,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1876,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1877,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1878,-0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1879,-0.6,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1880,-0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1881,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1882,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1883,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1884,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1885,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1886,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1887,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1888,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,MH,1889,-0.6,,CELSIUS,SE,0.1,N,
